Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight Duration (mins),Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance (N.Mil)
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,FMO,MUENSTER AIRPORT,MUENSTER,GERMANY,WESTERN EUROPE,EW,EW,Eurowings GmbH,Eurowings GmbH,NO,AT4,ATR,9,20010301,20010324,13:40,14:30,50,,, , 1234567 ,AIR,7,336.0,0.04,105.0
SEB,SEBHA AIRPORT,SEBHA,LIBYA,NORTH AFRICA,NIM,DIORI HAMANI INTL AIRPORT,NIAMEY,NIGER,WEST AFRICA,LN,LN,Libyan Airlines,Libyan Airlines,NO,72S,BOEING,344,20010301,20010323,14:45,16:30,165,,, , -2--5-- ,AIR,2,312.0,0.33,1069.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,GF,GF,Gulf Air B.S.C. (c),Gulf Air B.S.C. (c),NO,320,AIRBUS,602,20010301,20010331,00:20,00:50,30,,1, , 1-34--7 ,AIR,4,488.0,0.03,61.0
FLR,PERETOLA AIRPORT,FLORENCE,ITALY,WESTERN EUROPE,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AZ,IG,Alitalia - Societa Aerea Italiana S.p.A,Air Italy S.p.A dba Air Italy S.p.A.,YES,146,BAe,7262,20010301,20010331,11:55,13:35,160,,, , 1-34567 ,AIR,6,,,647.0
CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,733,BOEING,181,20010301,20010317,07:00,08:40,220,M,I, , 12-4-6- ,AIR,4,544.0,0.62,1147.0
KWJ,GWANGJU AIRPORT,GWANGJU,SOUTH KOREA,FAR EAST ASIA,GMP,GIMPO INTERNATIONAL AIRPORT,SEOUL,SOUTH KOREA,FAR EAST ASIA,OZ,OZ,"Asiana Airlines, Inc.","Asiana Airlines, Inc.",NO,737,BOEING,8702,20010301,20010331,09:30,10:25,55,,, , 1------ ,AIR,1,130.0,0.02,144.0
PIT,PITTSBURGH INTERNATIONAL AIRPORT,PITTSBURGH,UNITED STATES,NORTH AMERICA,CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CINCINNATI,UNITED STATES,NORTH AMERICA,DL,DL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",NO,M80,MCDONNELL-DOUGLAS,1015,20010301,20010331,10:35,11:45,70,,3, , 1234567 ,AIR,7,994.0,0.21,216.0
ODS,ODESA-CENTRAL INTERNATIONAL AIRPORT,ODESSA,UKRAINE,EASTERN EUROPE,LED,PULKOVO AIRPORT,ST PETERSBURG,RUSSIA,EASTERN EUROPE,5K,5K,"Hi Fly Transportes Aereos, S.A.","Hi Fly Transportes Aereos, S.A.",NO,TU5,Tupolev,1507,20001101,20001130,13:25,16:45,140,,1, , ---4--- ,AIR,1,132.0,0.11,808.0
SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAN ANTONIO,UNITED STATES,NORTH AMERICA,BNA,NASHVILLE INTERNATIONAL AIRPORT,NASHVILLE,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,733,BOEING,333,20001101,20001130,8:05,10:05,120,1,, ,1234567,AIR,7,959.0,0.68,714.0
BUQ,JOSHUA M. NKOMO INTL AIRPORT,BULAWAYO,ZIMBABWE,SOUTHERN AFRICA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,UM,UM,Air Zimbabwe (Pvt) Ltd.,Air Zimbabwe (Pvt) Ltd.,NO,73S,BOEING,317,20001103,20001130,17:00,18:10,70,,, , ----5-- ,AIR,1,107.0,0.04,370.0
TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,747,BOEING,9012,20010301,20010323,23:55,19:15,680,2,B, , 12-456- ,AIR,5,,,5901.0
STR,STUTTGART AIRPORT,STUTTGART,GERMANY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,RG,LH,Rotana Jet Aviation dba Rotana Jet,Deutsche Lufthansa AG,YES,321,AIRBUS,7157,20010302,20010302,18:40,19:35,55,1,1,O, ----5-- ,AIR,1,,,85.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,BLI,BELLINGHAM INTERNATIONAL AIRPORT,BELLINGHAM,UNITED STATES,NORTH AMERICA,AS,QX,Alaska Airlines,Horizon Air Industries Inc.,NO,DH8,De Havilland Canada,2216,20001101,20001130,16:40,17:20,40,,, ,1234567,AIR,7,259.0,0.02,87.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,747,BOEING,735,20010301,20010327,17:25,21:30,305,,, , -2----- ,AIR,1,400.0,0.64,1603.0
MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,PVR,G. DIAZ ORDAZ INTL AIRPORT,PUERTO VALLARTA,MEXICO,NORTH AMERICA,MX,MX,COMPANIA MEXICANA DE AVIACION,COMPANIA MEXICANA DE AVIACION,NO,100,FOKKER,578,20001101,20001101,13:45,15:10,85,,, , --3---- ,AIR,1,101.0,0.04,358.0
SXB,ENTZHEIM AIRPORT,STRASBOURG,FRANCE,WESTERN EUROPE,BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,SN,SN,Brussels Airlines,Brussels Airlines,NO,733,BOEING,3662,20010301,20010324,06:30,07:20,50,,, , 12-4-6- ,AIR,4,596.0,0.11,185.0
SBA,SANTA BARBARA MUNICIPAL AIRPORT,SANTA BARBARA,UNITED STATES,NORTH AMERICA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,CO,AA,Cobaltair Ltd,American Airlines,YES,SF3,Saab,2738,20010301,20010331,11:00,11:52,52,,4,Y, 1234567 ,AIR,7,,,78.0
BMU,SULTAN M. SALAHUDDIN AIRPORT,BIMA,INDONESIA,SOUTHEAST ASIA,DPS,NGURAH RAI AIRPORT,DENPASAR BALI,INDONESIA,SOUTHEAST ASIA,MZ,MZ,Amakusa Airlines Co Ltd,Amakusa Airlines Co Ltd,NO,F27,FOKKER,6571,20001101,20001130,13:35,14:55,80,,, , 1------ ,AIR,1,56.0,0.01,212.0
YUL,PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT,MONTREAL,CANADA,NORTH AMERICA,CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CINCINNATI,UNITED STATES,NORTH AMERICA,DL,OH,"Delta Air Lines, Inc.","PSA Airlines, Inc.  (US Airways Express)",NO,CRJ,Bombardier,5292,20001101,20001130,13:05,15:22,137,,3, ,1234567,AIR,7,350.0,0.22,615.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,332,AIRBUS,397,20001104,20001130,2:30,6:20,410,1,A, , -----6- ,AIR,1,216.0,0.56,2584.0
VCE,MARCO POLO AIRPORT,VENICE,ITALY,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,DL,DL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",NO,763,BOEING,155,20010301,20010324,12:35,15:30,535,,3, , 1-3-567 ,AIR,5,1085.0,3.92,3614.0
GDL,MIGUEL HIDALGO INTL AIRPORT,GUADALAJARA,MEXICO,NORTH AMERICA,NLD,QUETZALCOATL INTERNATIONAL AIRPORT,NUEVO LAREDO,MEXICO,NORTH AMERICA,MX,MX,COMPANIA MEXICANA DE AVIACION,COMPANIA MEXICANA DE AVIACION,NO,72S,BOEING,720,20010303,20010310,10:20,11:45,85,,, , -----6- ,AIR,1,156.0,0.07,471.0
BHU,BHAVNAGAR AIRPORT,BHAVNAGAR,INDIA,ASIA SUB-CONTINENT,BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,IC,IC,NACIL DBA INDIAN AIRLINES,NACIL DBA INDIAN AIRLINES,NO,320,AIRBUS,636,20010301,20010331,11:15,12:05,50,,, , 1-3-5-7 ,AIR,4,580.0,0.1,166.0
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,73G,BOEING,6263,20010303,20010331,14:40,17:45,185,C,,Y, -----6- ,AIR,1,,,941.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,UA,SK,"United Airlines, Inc.",Scandinavian Airlines System,YES,M90,MCDONNELL-DOUGLAS,9388,20010304,20010318,12:50,15:40,110,3,3,X, ------7 ,AIR,1,,,532.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,72S,BOEING,5738,20010301,20010330,07:25,11:06,161,M,,Y, 12345-- ,AIR,5,,,797.0
MST,MAASTRICHT/AACHEN AIRPORT,MAASTRICHT,NETHERLANDS,WESTERN EUROPE,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,KL,XT,KLM Royal Dutch Airlines,Indonesia AirAsia Extra PT,NO,ER4,EMBRAER,3981,20010301,20010323,15:10,16:20,70,,, , 12345-- ,AIR,5,250.0,0.07,283.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,YOW,MACDONALD-CARTIER INTL AIRPORT,OTTAWA,CANADA,NORTH AMERICA,MX,AC,COMPANIA MEXICANA DE AVIACION,Air Canada,YES,CRJ,Bombardier,3606,20010301,20010331,14:15,17:05,110,2,,Y, 1234567 ,AIR,7,,,569.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,MDW,MIDWAY INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,320,AIRBUS,5296,20010303,20010331,12:40,14:03,83,M,,A, -----6- ,AIR,1,,,309.0
UET,QUETTA INTERNATIONAL AIRPORT,QUETTA,PAKISTAN,ASIA SUB-CONTINENT,KHI,JINNAH INTERNATIONAL AIRPORT,KARACHI,PAKISTAN,ASIA SUB-CONTINENT,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,AB4,AIRBUS,353,20001102,20001130,10:35,11:50,75,,, , ---4--- ,AIR,1,250.0,0.08,321.0
MCW,MASON CITY MUNICIPAL AIRPORT,MASON CITY,UNITED STATES,NORTH AMERICA,FOD,FORT DODGE REGIONAL AIRPORT,FORT DODGE,UNITED STATES,NORTH AMERICA,NW,XJ,NORTHWEST AIRLINES INC.,Thai Airasia X Company Limited,NO,SF3,Saab,2925,20001101,20001130,22:15,22:46,31,,, , 12345-7 ,AIR,6,180.0,0.01,54.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,DUB,DUBLIN INTERNATIONAL AIRPORT,DUBLIN,IRELAND,WESTERN EUROPE,VS,BD,Virgin Atlantic Airways Limited,Cambodia Bayon Airlines Limited,YES,321,AIRBUS,4121,20001101,20001130,6:50,8:00,70,1,,Y, 123456- ,AIR,6,,,244.0
KMG,CHANGSHUI INTERNATIONAL AIRPORT,KUNMING,CHINA,FAR EAST ASIA,HGH,XIAOSHAN INTL AIRPORT,HANGZHOU,CHINA,FAR EAST ASIA,CJ,CJ,BA Cityflyer Limited,BA Cityflyer Limited,NO,M90,MCDONNELL-DOUGLAS,6948,20010301,20010331,15:40,18:15,155,,, , 1---5-- ,AIR,2,314.0,0.31,978.0
ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,NORTH AMERICA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,D9S,MCDONNELL-DOUGLAS,6827,20010301,20010330,19:30,19:49,79,,,Y, 1234567 ,AIR,7,,,289.0
HMO,IGNACIO PESQUEIRA GARCIA AIRPORT,HERMOSILLO,MEXICO,NORTH AMERICA,CUL,FED. DE BACHIGUALATO AIRPORT,CULIACAN,MEXICO,NORTH AMERICA,DL,AM,"Delta Air Lines, Inc.",Aeromexico Aerovias de Mexico S.A. de C.V.,YES,M80,MCDONNELL-DOUGLAS,8101,20010301,20010331,18:00,19:10,70,,,Q, 1234567 ,AIR,7,,,325.0
BME,BROOME INTERNATIONAL AIRPORT,BROOME,AUSTRALIA,AUSTRALIA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,141,BAe,931,20001101,20001130,18:05,20:50,165,,D, , ------7 ,AIR,1,64.0,0.06,922.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,767,BOEING,316,20001101,20001130,15:30,8:50,560,3,2, , ---4--7 ,AIR,2,420.0,1.7,4054.0
AHO,FERTILIA AIRPORT,ALGHERO,ITALY,WESTERN EUROPE,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M80,MCDONNELL-DOUGLAS,1540,20001101,20001130,17:40,18:40,60,,A, ,1234567,AIR,7,1050.0,0.2,190.0
PWM,PORTLAND INTERNATIONAL JETPORT,PORTLAND,UNITED STATES,NORTH AMERICA,DCA,RONALD REAGAN NATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,US,16,US AIRWAYS INC.,PSA Airlines Inc,NO,D38,Dornier,4097,20010301,20010331,07:00,09:05,125,,B, , 1234567 ,AIR,7,203.0,0.09,424.0
PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,BUR,BOB HOPE AIRPORT,BURBANK,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,733,BOEING,1779,20001101,20001130,14:35,15:00,85,4,, ,1234567,AIR,7,959.0,0.31,319.0
NSI,NSIMALEN AIRPORT,YAOUNDE,CAMEROON,CENTRAL AFRICA,DLA,DOUALA INTERNATIONAL AIRPORT,DOUALA,CAMEROON,CENTRAL AFRICA,UY,UY,Sky Prime Charter,Sky Prime Charter,NO,733,BOEING,789,20001101,20001130,13:10,13:45,35,,, , ----5-- ,AIR,1,136.0,0.01,109.0
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,HP,HP,Amapola Flyg AB,Amapola Flyg AB,NO,320,AIRBUS,2845,20001101,20001130,7:00,10:33,333,A,4, ,1234567,AIR,7,1050.0,1.95,1858.0
STR,STUTTGART AIRPORT,STUTTGART,GERMANY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,AC,LH,Air Canada,Deutsche Lufthansa AG,YES,320,AIRBUS,9209,20010301,20010302,14:30,15:25,55,1,1,O, ----5-- ,AIR,1,,,85.0
PZO,MANUEL CARLOS PIAR AIRPORT,PUERTO ORDAZ,VENEZUELA,SOUTH AMERICA,CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,VH,VH,Fast Colombia SAS,Fast Colombia SAS,NO,DC9,MCDONNELL-DOUGLAS,341,20001101,20001130,6:00,7:00,60,,, , 123456- ,AIR,6,600.0,0.17,291.0
HOG,FRANK PAIS  INTL AIRPORT,HOLGUIN,CUBA,CARIBBEAN,HAV,JOSE MARTI INTERNATIONAL AIRPORT,HAVANA,CUBA,CARIBBEAN,IW,CU,PT. Wings Abadi Airlines,Cubana de Aviacion S.A.,YES,D10,MCDONNELL-DOUGLAS,443,20001106,20001130,16:50,18:05,75,,,A, 1------ ,AIR,1,,,363.0
SVQ,SEVILLA AIRPORT,SEVILLA,SPAIN,WESTERN EUROPE,BCN,BARCELONA AIRPORT,BARCELONA,SPAIN,WESTERN EUROPE,UX,UX,"Air Europa Lineas Aereas, S.A.","Air Europa Lineas Aereas, S.A.",NO,733,BOEING,9481,20010301,20010324,09:40,11:10,90,,, , 123456- ,AIR,6,888.0,0.4,450.0
BNA,NASHVILLE INTERNATIONAL AIRPORT,NASHVILLE,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,73G,BOEING,905,20001101,20001130,18:20,21:15,235,,4, ,1234567,AIR,7,959.0,1.21,1258.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,GVA,GENEVA INTERNATIONAL AIRPORT,GENEVA,SWITZERLAND,WESTERN EUROPE,SR,SN,SundAir Gmbh,Brussels Airlines,YES,321,AIRBUS,9377,20001101,20001130,18:10,19:20,70,,M, , -----67 ,AIR,2,,,288.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,OAK,OAKLAND INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,UA,UA,"United Airlines, Inc.","United Airlines, Inc.",NO,735,BOEING,2536,20010301,20010331,15:10,16:28,78,8,1, , 1234567 ,AIR,7,770.0,0.22,292.0
MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,NORTH AMERICA,TYS,MCGHEE TYSON AIRPORT,KNOXVILLE,UNITED STATES,NORTH AMERICA,NW,XJ,NORTHWEST AIRLINES INC.,Thai Airasia X Company Limited,NO,ARJ,Avro,3546,20001101,20001130,17:05,19:09,64,,, , 12345-7 ,AIR,6,492.0,0.15,296.0
ADL,ADELAIDE INTERNATIONAL AIRPORT,ADELAIDE,AUSTRALIA,AUSTRALIA,WYA,WHYALLA AIRPORT,WHYALLA,AUSTRALIA,AUSTRALIA,AN,KD,"Advanced Air, LLC",Western Global Airlines LLC,NO,SWM,Fairchild,5456,20010301,20010331,13:35,14:20,45,D,, , --345-7 ,AIR,4,60.0,0.01,126.0
HNL,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,UNITED STATES,NORTH AMERICA,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,AC,AC,Air Canada,Air Canada,NO,763,BOEING,3128,20010301,20010331,01:00,14:45,525,M,1, , 1234567 ,AIR,7,1449.0,5.86,4045.0
BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,NORTH AMERICA,IND,INDIANAPOLIS INTERNATIONAL AIRPORT,INDIANAPOLIS,UNITED STATES,NORTH AMERICA,US,13,US AIRWAYS INC.,Unknown Airline,NO,ERJ,EMBRAER,4898,20001101,20001111,9:15,11:40,145,B,, ,1234567,AIR,7,350.0,0.25,713.0
LAE,NADZAB AIRPORT,LAE,PAPUA NEW GUINEA,AUSTRALIA,HKN,HOSKINS AIRPORT,HOSKINS,PAPUA NEW GUINEA,AUSTRALIA,ND,ND,FMI Air,FMI Air,NO,EMB,EMBRAER,569,20001101,20001130,13:20,14:40,80,,, , ------7 ,AIR,1,18.0,0.0,225.0
INV,INVERNESS AIRPORT,INVERNESS,UNITED KINGDOM,WESTERN EUROPE,GLA,GLASGOW INTERNATIONAL AIRPORT,GLASGOW,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,SH6,Shorts,8916,20010301,20010323,15:40,16:35,55,,M, , 1-345-- ,AIR,4,144.0,0.02,107.0
YZF,YELLOWKNIFE AIRPORT,YELLOWKNIFE,CANADA,NORTH AMERICA,YHY,MERLYN CENTER AIRPORT,HAY RIVER,CANADA,NORTH AMERICA,7F,7F,Bradley Air Services Limited t/a First Air,Bradley Air Services Limited t/a First Air,NO,HS7,BAe,120,20001101,20001130,7:15,7:52,37,,, , 12345-- ,AIR,5,220.0,0.02,106.0
DTM,DORTMUND AIRPORT,DORTMUND,GERMANY,WESTERN EUROPE,PAD,PADERBORN AIRPORT,PADERBORN,GERMANY,WESTERN EUROPE,LH,IQ,Deutsche Lufthansa AG,Qazaq Air Joint Stock Company,NO,DH8,De Havilland Canada,250,20010301,20010319,13:30,14:00,30,,,A, 1------ ,AIR,1,50.0,0.0,42.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,NORTH AMERICA,AA,MQ,American Airlines,Envoy Air Inc.,NO,ERJ,EMBRAER,4255,20001101,20001130,8:44,10:29,105,3,, ,1234567,AIR,7,350.0,0.15,432.0
VBY,VISBY AIRPORT,VISBY,SWEDEN,WESTERN EUROPE,NRK,KUNGSANGEN AIRPORT,NORRKOPING,SWEDEN,WESTERN EUROPE,SK,JZ,Scandinavian Airlines System,Jubba Airways,YES,J31,BAe,6707,20001101,20001130,16:00,16:30,30,,, , 12345-- ,AIR,5,,,86.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,DUB,DUBLIN INTERNATIONAL AIRPORT,DUBLIN,IRELAND,WESTERN EUROPE,SN,QG,Brussels Airlines,PT. Citilink Indonesia,NO,AR1,Avro,2009,20001101,20001130,17:30,18:35,125,,, , 12345-- ,AIR,5,410.0,0.18,427.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,KE,AC,Korean Air Lines Co. Ltd.,Air Canada,YES,763,BOEING,5072,20001101,20001130,11:10,16:00,710,M,2, , -2-45-- ,AIR,3,,,4419.0
BHX,BIRMINGHAM AIRPORT,BIRMINGHAM,UNITED KINGDOM,WESTERN EUROPE,HAJ,HANNOVER AIRPORT,HANOVER,GERMANY,WESTERN EUROPE,BA,VB,British Airways p.l.c.,Aeroenlaces Nacionales S.A. de C.V.,NO,CRJ,Bombardier,1752,20001101,20001130,9:15,11:45,90,E,, , 12345-- ,AIR,5,250.0,0.11,424.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,BEW,BEIRA AIRPORT,BEIRA,MOZAMBIQUE,EAST AFRICA,TM,TM,LAM - Linhas Aereas De Mocambi,LAM - Linhas Aereas De Mocambi,NO,BE1,Beech,312,20010301,20010331,13:10,15:40,150,,, , -2-4--- ,AIR,2,38.0,0.02,529.0
BCN,BARCELONA AIRPORT,BARCELONA,SPAIN,WESTERN EUROPE,BHX,BIRMINGHAM AIRPORT,BIRMINGHAM,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,319,AIRBUS,1797,20001101,20001130,14:30,15:45,135,A,E, , 1-3-5-7 ,AIR,4,504.0,0.35,689.0
NAS,LYNDEN PINDLING INTL AIRPORT,NASSAU,BAHAMAS,CARIBBEAN,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,UA,3M,"United Airlines, Inc.",Silver Airways Corp,YES,BE1,Beech,4021,20001101,20001130,11:45,12:50,65,,,X, 12345-- ,AIR,5,,,157.0
SDF,INTERNATIONAL-STANDIFORD FIELD AIRPORT,LOUISVILLE,UNITED STATES,NORTH AMERICA,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,735,BOEING,1657,20001101,20001130,18:25,19:50,145,,C, , 12345-- ,AIR,5,570.0,0.39,688.0
SGN,TAN SON NHAT INTERNATIONAL AIRPORT,HO CHI MINH CITY,VIETNAM,SOUTHEAST ASIA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,747,BOEING,392,20010301,20010324,12:55,17:10,195,,2, , 12-4567 ,AIR,6,1620.0,1.95,1201.0
TUN,CARTHAGE AIRPORT,TUNIS,TUNISIA,NORTH AFRICA,SFA,THYNA AIRPORT,SFAX,TUNISIA,NORTH AFRICA,TU,UG,Tunisair,Tunisair Express,NO,AT7,ATR,20,20010301,20010319,05:30,06:15,45,,, , 1------ ,AIR,1,70.0,0.01,129.0
YSJ,SAINT JOHN AIRPORT,SAINT JOHN,CANADA,NORTH AMERICA,YFC,FREDERICTON INTERNATIONAL AIRPORT,FREDERICTON,CANADA,NORTH AMERICA,CP,QK,Compass Airlines LLC,Jazz Aviation LP,YES,DH1,De Havilland Canada,2789,20001101,20001130,22:20,22:49,29,,, , 12345-7 ,AIR,6,,,37.0
BMA,BROMMA AIRPORT,STOCKHOLM,SWEDEN,WESTERN EUROPE,MMX,STURUP AIRPORT,MALMO,SWEDEN,WESTERN EUROPE,BU,BU,Compagnie Africaine d'Aviation,Compagnie Africaine d'Aviation,NO,AR1,Avro,937,20010301,20010318,19:05,20:10,65,,, , ------7 ,AIR,1,82.0,0.02,276.0
ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,TLS,BLAGNAC AIRPORT,TOULOUSE,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,320,AIRBUS,6150,20001105,20001130,21:25,22:35,70,W,, , ------7 ,AIR,1,150.0,0.05,317.0
