,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
11019,2016,4,12,26,1,DL,N845DN,753,MSP,SEA,2200,2217.0,17.0,1.0,2356,3.0,7.0,0.0,0.0
10231,2016,4,11,20,7,DL,N557NW,902,ATL,DTW,1450,1449.0,-1.0,0.0,1655,1643.0,-12.0,0.0,0.0
10753,2016,4,12,17,6,DL,N592NW,38,SEA,DTW,950,949.0,-1.0,0.0,1710,1642.0,-28.0,0.0,0.0
10493,2016,4,12,6,2,DL,N856DN,1339,DTW,MSP,700,658.0,-2.0,0.0,810,750.0,-20.0,0.0,0.0
10363,2016,4,12,1,4,DL,N864DN,1991,MSP,ATL,520,515.0,-5.0,0.0,850,830.0,-20.0,0.0,0.0
10580,2016,4,12,11,7,DL,N702DN,477,JFK,ATL,1730,1747.0,17.0,1.0,2005,2043.0,38.0,1.0,0.0
10764,2016,4,12,17,6,DL,N543US,1057,ATL,SEA,1110,1111.0,1.0,0.0,1345,1354.0,9.0,0.0,0.0
10639,2016,4,12,13,2,DL,N843DN,200,MSP,ATL,1300,1259.0,-1.0,0.0,1634,1615.0,-19.0,0.0,0.0
10197,2016,4,11,7,1,DL,N861DN,1085,MSP,DTW,2015,2029.0,14.0,0.0,2300,2300.0,0.0,0.0,0.0
10558,2016,4,12,8,4,DL,N935DN,2830,MSP,ATL,1114,1117.0,3.0,0.0,1447,1439.0,-8.0,0.0,0.0
10290,2016,4,11,2,3,DL,N372NW,947,DTW,MSP,1000,956.0,-4.0,0.0,1053,1045.0,-8.0,0.0,0.0
10770,2016,4,12,17,6,DL,N860DN,1528,ATL,MSP,1620,1626.0,6.0,0.0,1806,1807.0,1.0,0.0,0.0
10583,2016,4,12,11,7,DL,N850DN,721,SEA,MSP,645,642.0,-3.0,0.0,1205,1149.0,-16.0,0.0,0.0
10993,2016,4,12,25,7,DL,N960DL,420,ATL,JFK,1212,1312.0,60.0,1.0,1428,1510.0,42.0,1.0,0.0
10675,2016,4,12,12,1,DL,N386DA,2515,ATL,JFK,1035,1049.0,14.0,0.0,1249,1256.0,7.0,0.0,0.0
11042,2016,4,12,27,2,DL,N667DN,325,DTW,ATL,1500,1458.0,-2.0,0.0,1715,1736.0,21.0,1.0,0.0
10052,2016,4,11,26,6,DL,N999DN,847,ATL,DTW,1350,1348.0,-2.0,0.0,1550,1542.0,-8.0,0.0,0.0
10222,2016,4,11,20,7,DL,N865DN,39,DTW,SEA,825,821.0,-4.0,0.0,1038,1023.0,-15.0,0.0,0.0
10171,2016,4,11,29,2,DL,N916DN,1267,ATL,DTW,1745,1818.0,33.0,1.0,1948,2002.0,14.0,0.0,0.0
10195,2016,4,11,7,1,DL,N585NW,846,DTW,MSP,2020,2027.0,7.0,0.0,2123,2104.0,-19.0,0.0,0.0
11176,2016,4,12,31,6,DL,N834DN,1598,SEA,ATL,615,616.0,1.0,0.0,1400,1346.0,-14.0,0.0,0.0
10595,2016,4,12,10,6,DL,N362NW,2088,ATL,MSP,1210,1221.0,11.0,0.0,1347,1358.0,11.0,0.0,0.0
10105,2016,4,11,28,1,DL,N839DN,593,ATL,MSP,1455,1452.0,-3.0,0.0,1641,1609.0,-32.0,0.0,0.0
10335,2016,4,12,23,5,DL,N360NW,1476,DTW,MSP,1345,1339.0,-6.0,0.0,1445,1429.0,-16.0,0.0,0.0
11092,2016,4,12,26,1,DL,N816DN,2610,ATL,MSP,728,731.0,3.0,0.0,907,924.0,17.0,1.0,0.0
10072,2016,4,11,27,7,DL,N857DZ,2193,MSP,SEA,700,659.0,-1.0,0.0,858,854.0,-4.0,0.0,0.0
11178,2016,4,12,31,6,DL,N993DL,1815,MSP,ATL,855,925.0,30.0,1.0,1235,1242.0,7.0,0.0,0.0
10587,2016,4,12,10,6,DL,N675DL,1095,DTW,ATL,1535,1532.0,-3.0,0.0,1740,1728.0,-12.0,0.0,0.0
10023,2016,4,11,25,5,DL,N822DN,2638,SEA,DTW,2359,2400.0,1.0,0.0,717,647.0,-30.0,0.0,0.0
10701,2016,4,12,15,4,DL,N928DN,356,ATL,MSP,2105,2109.0,4.0,0.0,2250,2252.0,2.0,0.0,0.0
10685,2016,4,12,13,2,DL,N911DA,2830,MSP,ATL,1114,1113.0,-1.0,0.0,1447,1431.0,-16.0,0.0,0.0
11167,2016,4,12,30,5,DL,N935DL,902,ATL,DTW,1458,1454.0,-4.0,0.0,1700,1649.0,-11.0,0.0,0.0
10270,2016,4,11,2,3,DL,N828DN,1965,ATL,SEA,1655,1651.0,-4.0,0.0,1926,1904.0,-22.0,0.0,0.0
10265,2016,4,11,2,3,DL,N3738B,1357,MSP,DTW,1740,1738.0,-2.0,0.0,2028,2009.0,-19.0,0.0,0.0
10029,2016,4,11,26,6,DL,N958AT,438,JFK,MSP,1605,1556.0,-9.0,0.0,1829,1806.0,-23.0,0.0,0.0
10665,2016,4,12,11,7,DL,N552NW,1095,DTW,ATL,1535,1541.0,6.0,0.0,1743,1815.0,32.0,1.0,0.0
10416,2016,4,12,4,7,DL,N828DN,87,DTW,MSP,1535,1530.0,-5.0,0.0,1640,1620.0,-20.0,0.0,0.0
10857,2016,4,12,20,2,DL,N951DL,603,DTW,MSP,2009,2008.0,-1.0,0.0,2118,2107.0,-11.0,0.0,0.0
10413,2016,4,12,3,6,DL,N831DN,2638,SEA,DTW,1155,1256.0,61.0,1.0,1921,1944.0,23.0,1.0,0.0
10227,2016,4,11,20,7,DL,N958AT,438,JFK,MSP,1605,1601.0,-4.0,0.0,1829,1812.0,-17.0,0.0,0.0
10247,2016,4,11,1,2,DL,N827DN,945,DTW,MSP,700,659.0,-1.0,0.0,800,750.0,-10.0,0.0,0.0
10900,2016,4,12,22,4,DL,N586NW,87,DTW,MSP,1545,1545.0,0.0,0.0,1651,1644.0,-7.0,0.0,0.0
11158,2016,4,12,31,6,DL,N362NB,475,JFK,MSP,1650,1708.0,18.0,1.0,1906,1911.0,5.0,0.0,0.0
10414,2016,4,12,4,7,DL,N1610D,16,SEA,ATL,1015,1027.0,12.0,0.0,1808,1746.0,-22.0,0.0,0.0
10381,2016,4,12,1,4,DL,N864DN,1342,MSP,DTW,2012,2010.0,-2.0,0.0,2257,2303.0,6.0,0.0,0.0
10091,2016,4,11,27,7,DL,N3759,1549,MSP,ATL,1745,1814.0,29.0,1.0,2123,2132.0,9.0,0.0,0.0
10926,2016,4,12,22,4,DL,N942DL,1342,MSP,DTW,2012,2004.0,-8.0,0.0,2305,2236.0,-29.0,0.0,0.0
10298,2016,4,11,3,4,DL,N319US,677,MSP,DTW,1016,1019.0,3.0,0.0,1303,1254.0,-9.0,0.0,0.0
10878,2016,4,12,21,3,DL,N317US,53,MSP,DTW,1535,1532.0,-3.0,0.0,1812,1759.0,-13.0,0.0,0.0
10549,2016,4,12,8,4,DL,N864DN,1900,SEA,MSP,845,845.0,0.0,0.0,1410,1350.0,-20.0,0.0,0.0
11230,2016,4,12,30,5,DL,N843DN,2005,ATL,DTW,725,723.0,-2.0,0.0,925,913.0,-12.0,0.0,0.0
10311,2016,4,11,3,4,DL,N810DN,2819,SEA,ATL,1215,1212.0,-3.0,0.0,2005,1943.0,-22.0,0.0,0.0
10591,2016,4,12,10,6,DL,N723TW,1564,SEA,JFK,1320,1331.0,11.0,0.0,2140,2120.0,-20.0,0.0,0.0
10596,2016,4,12,10,6,DL,N860DN,2237,MSP,SEA,1530,1529.0,-1.0,0.0,1716,1741.0,25.0,1.0,0.0
10891,2016,4,12,21,3,DL,N969DL,1342,MSP,DTW,2012,2011.0,-1.0,0.0,2305,2249.0,-16.0,0.0,0.0
10784,2016,4,12,17,6,DL,N964DN,2836,ATL,MSP,1045,1049.0,4.0,0.0,1228,1230.0,2.0,0.0,0.0
10244,2016,4,11,1,2,DL,N583NW,721,MSP,ATL,1315,1311.0,-4.0,0.0,1649,1641.0,-8.0,0.0,0.0
10928,2016,4,12,22,4,DL,N368NW,1476,DTW,MSP,1345,1342.0,-3.0,0.0,1445,1430.0,-15.0,0.0,0.0
10756,2016,4,12,17,6,DL,N995DL,220,JFK,ATL,1925,2343.0,258.0,1.0,2212,,,,1.0
10448,2016,4,12,4,7,DL,N397DA,2515,ATL,JFK,1035,1034.0,-1.0,0.0,1249,1237.0,-12.0,0.0,0.0
10268,2016,4,11,2,3,DL,N861DN,1770,SEA,MSP,1525,1521.0,-4.0,0.0,2046,2031.0,-15.0,0.0,0.0
11225,2016,4,12,30,5,DL,N810DN,1549,MSP,ATL,1735,1759.0,24.0,1.0,2119,2122.0,3.0,0.0,0.0
10499,2016,4,12,6,2,DL,N911DA,1815,MSP,ATL,905,905.0,0.0,0.0,1241,1230.0,-11.0,0.0,0.0
10181,2016,4,11,30,3,DL,N952DN,2830,MSP,ATL,1114,1107.0,-7.0,0.0,1447,2251.0,,,0.0
10166,2016,4,11,30,3,DL,N317US,1470,DTW,MSP,1755,1752.0,-3.0,0.0,1857,1833.0,-24.0,0.0,0.0
10097,2016,4,11,27,7,DL,N3755D,2792,DTW,SEA,1740,1914.0,94.0,1.0,1947,2047.0,60.0,1.0,0.0
10484,2016,4,12,6,2,DL,N698DL,2597,MSP,ATL,630,636.0,6.0,0.0,1002,1007.0,5.0,0.0,0.0
10328,2016,4,11,5,6,DL,N816DN,1715,DTW,ATL,955,957.0,2.0,0.0,1152,1133.0,-19.0,0.0,0.0
10422,2016,4,12,4,7,DL,N3745B,495,JFK,SEA,1940,1937.0,-3.0,0.0,2313,2249.0,-24.0,0.0,0.0
10959,2016,4,12,24,6,DL,N624AG,464,JFK,SEA,800,804.0,4.0,0.0,1130,1115.0,-15.0,0.0,0.0
11151,2016,4,12,30,5,DL,N950DL,2830,MSP,ATL,1110,1105.0,-5.0,0.0,1444,1412.0,-32.0,0.0,0.0
10191,2016,4,11,30,3,DL,N859DN,1770,SEA,MSP,1525,1521.0,-4.0,0.0,2046,2033.0,-13.0,0.0,0.0
10632,2016,4,12,12,1,DL,N923DL,469,JFK,ATL,830,832.0,2.0,0.0,1115,1111.0,-4.0,0.0,0.0
10704,2016,4,12,15,4,DL,N364NB,477,JFK,ATL,1730,1729.0,-1.0,0.0,2008,2021.0,13.0,0.0,0.0
10395,2016,4,12,3,6,DL,N3762Y,1107,ATL,SEA,1945,1944.0,-1.0,0.0,2224,2219.0,-5.0,0.0,0.0
10378,2016,4,12,1,4,DL,N930DL,963,MSP,DTW,1032,1029.0,-3.0,0.0,1315,1311.0,-4.0,0.0,0.0
10970,2016,4,12,16,5,DL,N867DN,1991,MSP,ATL,520,514.0,-6.0,0.0,850,838.0,-12.0,0.0,0.0
10217,2016,4,11,19,6,DL,N848DN,2237,MSP,SEA,1530,1528.0,-2.0,0.0,1716,1715.0,-1.0,0.0,0.0
10799,2016,4,12,19,1,DL,N843DN,1057,ATL,SEA,1110,1132.0,22.0,1.0,1346,1414.0,28.0,1.0,0.0
11096,2016,4,12,29,4,DL,N977DL,2830,MSP,ATL,1110,1059.0,-11.0,0.0,1444,1417.0,-27.0,0.0,0.0
10997,2016,4,12,25,7,DL,N834DN,715,MSP,SEA,1545,1646.0,61.0,1.0,1727,1802.0,35.0,1.0,0.0
11030,2016,4,12,26,1,DL,N582NW,1625,ATL,DTW,1355,1354.0,-1.0,0.0,1553,1554.0,1.0,0.0,0.0
10354,2016,4,12,2,5,DL,N681DA,325,DTW,ATL,1345,1341.0,-4.0,0.0,1552,1531.0,-21.0,0.0,0.0
10152,2016,4,11,28,1,DL,N852DN,2237,MSP,SEA,1530,1528.0,-2.0,0.0,1719,1643.0,-36.0,0.0,0.0
10329,2016,4,11,5,6,DL,N6716C,1856,MSP,DTW,1530,1912.0,222.0,1.0,1809,2144.0,215.0,1.0,0.0
11080,2016,4,12,24,6,DL,N919AT,2645,JFK,DTW,905,905.0,0.0,0.0,1124,1131.0,7.0,0.0,0.0
10412,2016,4,12,3,6,DL,N934AT,2456,MSP,JFK,1025,1020.0,-5.0,0.0,1409,1335.0,-34.0,0.0,0.0
10103,2016,4,11,28,1,DL,N3731T,456,JFK,ATL,605,622.0,17.0,1.0,843,901.0,18.0,1.0,0.0
10264,2016,4,11,2,3,DL,N927DN,1267,ATL,DTW,1800,1757.0,-3.0,0.0,2001,1944.0,-17.0,0.0,0.0
11098,2016,4,12,30,5,DL,N6708D,87,DTW,MSP,1545,1545.0,0.0,0.0,1651,1704.0,13.0,0.0,0.0
10644,2016,4,12,13,2,DL,N965AT,486,JFK,MSP,1840,1834.0,-6.0,0.0,2106,2057.0,-9.0,0.0,0.0
10509,2016,4,12,7,3,DL,N587NW,888,ATL,MSP,1948,1957.0,9.0,0.0,2130,2131.0,1.0,0.0,0.0
10229,2016,4,11,20,7,DL,N713TW,494,JFK,SEA,800,755.0,-5.0,0.0,1129,1134.0,5.0,0.0,0.0
10740,2016,4,12,16,5,DL,N1608,16,SEA,ATL,1015,1027.0,12.0,0.0,1808,1811.0,3.0,0.0,0.0
10184,2016,4,11,30,3,DL,N965AT,436,JFK,DTW,914,910.0,-4.0,0.0,1130,1114.0,-16.0,0.0,0.0
10366,2016,4,12,1,4,DL,N3737C,2263,DTW,SEA,1958,1957.0,-1.0,0.0,2203,2131.0,-32.0,0.0,0.0
10958,2016,4,12,24,6,DL,N382DA,425,JFK,SEA,1500,1454.0,-6.0,0.0,1823,1808.0,-15.0,0.0,0.0
